id,inflo_chnl_id,type,reg_dts,value,intent_id
19595381,9df656f69c8d,REQUEST,2026-05-03 00:22:46.438434 +00:00,분실물,
19595382,899c2dee4fc0,REQUEST,2026-05-03 00:22:47.379801 +00:00,오늘 행사하나요,
19595383,9df656f69c8d,RESPONSE,2026-05-03 00:22:47.719925 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""원하는 답변을 선택해 주세요.""},{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""분실물 문의"",""value"":""1135/0"",""data"":null,""sessionId"":null,""badge"":null},{""action"":""dialogFlowButton"",""label"":""리콜 대상 상품 확인 및 처리방법"",""value"":""1129/0"",""data"":null,""sessionId"":null,""badge"":null},{""action"":""dialogFlowButton"",""label"":""신세계포인트 유효기간"",""value"":""1095/0"",""data"":null,""sessionId"":null,""badge"":null}]}]}]}","{1135,1129,1095}"
19595384,899c2dee4fc0,RESPONSE,2026-05-03 00:22:47.963996 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""금주의 할인 및 행사 상품은 이마트 앱 전단 및 이벤트 홈페이지에서 확인이 가능합니다""},{""type"":""buttons"",""value"":[{""action"":""webLink"",""label"":""전단/신문광고"",""value"":""https://emartapp.emart.com/onlineLeaflet/list.do?&tmstmp=1639970784000"",""data"":null,""sessionId"":null,""badge"":null}]}]}]}",{14}
19595385,9df656f69c8d,REQUEST,2026-05-03 00:22:49.878270 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""분실물 문의"",""value"":""1135/0"",""sessionId"":""null""}",
19595386,9df656f69c8d,RESPONSE,2026-05-03 00:22:49.883866 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""매장 내에 분실, 습득물 문의는 상담 분실물 버튼을 통해 상담 가능합니다""},{""type"":""buttons"",""value"":[{""action"":""LOST_FOUND"",""label"":""e-유실물센터"",""value"":""e-유실물센터"",""data"":null,""sessionId"":null,""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""null"",""badge"":null}]}",
19595387,c9133695122b,REQUEST,2026-05-03 00:22:55.121930 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595388,c9133695122b,RESPONSE,2026-05-03 00:22:55.157110 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! EM김해점입니다.\n영업시간: 10:00~22:00\n휴점일: 5/10(일), 5/24(일), 6/14(일), 6/28(일) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1/5"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""13/4"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""26/3"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""41/6"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""50/2"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""60/4"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""67/4"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""85/4"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""90/2"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""105/5"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""와인그랩"",""value"":""186/4"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""오더픽"",""value"":""150/4"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""디지털그랩"",""value"":""203/4"",""data"":null,""sessionId"":""d21a5eac-c0ff-4f5c-bb66-e1e8d6285443"",""badge"":null}]}]}]}",
19595389,9df656f69c8d,REQUEST,2026-05-03 00:22:59.450483 +00:00,상담원통화,
19595390,9df656f69c8d,RESPONSE,2026-05-03 00:22:59.689195 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""채팅 상담원을 연결하면 실시간으로 궁금한 사항을 질문할 수 있습니다""},{""type"":""buttons"",""value"":[{""action"":""message"",""label"":""채팅상담"",""value"":""상담사 연결"",""data"":null,""sessionId"":null,""badge"":null}]}]}]}",{1137}
19595391,c9133695122b,REQUEST,2026-05-03 00:23:07.841494 +00:00,꽃게가 있나요?활꽃게,
19595392,c9133695122b,RESPONSE,2026-05-03 00:23:08.070586 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""신선 상품은 채팅상담을 통해 안내해 드리겠습니다""},{""type"":""buttons"",""value"":[{""action"":""message"",""label"":""채팅상담"",""value"":""상담사 연결"",""data"":null,""sessionId"":null,""badge"":null}]}]}]}",{4}
19595393,2298c8b81009,REQUEST,2026-05-03 00:23:33.569252 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595394,2298c8b81009,RESPONSE,2026-05-03 00:23:33.589241 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! EM김천점입니다.\n영업시간: 10:00~22:00\n휴점일: 5/13(수), 5/27(수), 6/10(수), 6/24(수) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1/5"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""13/4"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""26/3"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""41/6"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""50/2"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""60/4"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""67/4"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""85/4"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""90/2"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""105/5"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""와인그랩"",""value"":""186/4"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""오더픽"",""value"":""150/4"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""디지털그랩"",""value"":""203/4"",""data"":null,""sessionId"":""89b24377-5fce-4a4e-8539-898833abbe91"",""badge"":null}]}]}]}",
19595395,de74e66fefb0,REQUEST,2026-05-03 00:23:40.377701 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595396,de74e66fefb0,RESPONSE,2026-05-03 00:23:40.406888 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! EM세종점입니다.\n영업시간: 10:00~23:00\n휴점일: 5/10(일), 5/24(일), 6/14(일), 6/28(일) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1/5"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""13/4"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""26/3"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""41/6"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""50/2"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""60/4"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""67/4"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""85/4"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""90/2"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""105/5"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""와인그랩"",""value"":""186/4"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""오더픽"",""value"":""150/4"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""디지털그랩"",""value"":""203/4"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null}]}]}]}",
19595397,014983fefdc2,REQUEST,2026-05-03 00:23:52.804473 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595398,014983fefdc2,RESPONSE,2026-05-03 00:23:52.825804 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! EM원주점입니다.\n영업시간: 10:00~23:00\n휴점일: 5/13(수), 5/27(수), 6/10(수), 6/24(수) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1/5"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""13/4"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""26/3"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""41/6"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""50/2"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""60/4"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""67/4"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""85/4"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""90/2"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""105/5"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""와인그랩"",""value"":""186/4"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""오더픽"",""value"":""150/4"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""디지털그랩"",""value"":""203/4"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null}]}]}]}",
19595399,014983fefdc2,REQUEST,2026-05-03 00:23:56.964410 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""상품"",""value"":""1/5"",""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9""}",
19595400,014983fefdc2,RESPONSE,2026-05-03 00:23:56.969267 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""질문을 선택해 주세요.""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품검색"",""value"":""2/3"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""입고문의"",""value"":""6/0"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""대량구매"",""value"":""8/0"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""기타문의"",""value"":""9/3"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""a5e31dc2-5b69-4694-b434-8807462de8a9"",""badge"":null}]}",
19595401,de74e66fefb0,REQUEST,2026-05-03 00:23:58.419116 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""상품"",""value"":""1/5"",""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0""}",
19595402,de74e66fefb0,RESPONSE,2026-05-03 00:23:58.427822 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""질문을 선택해 주세요.""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품검색"",""value"":""2/3"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""입고문의"",""value"":""6/0"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""대량구매"",""value"":""8/0"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""기타문의"",""value"":""9/3"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null}]}",
19595403,de74e66fefb0,REQUEST,2026-05-03 00:24:00.009030 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""상품검색"",""value"":""2/3"",""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0""}",
19595404,de74e66fefb0,RESPONSE,2026-05-03 00:24:00.017807 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""질문을 선택해 주세요.""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""일반상품"",""value"":""3/0"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""신선식품"",""value"":""4/0"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""가전상품"",""value"":""5/0"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""c3b76a65-0984-43a8-b459-6972217a12c0"",""badge"":null}]}",
19595405,de74e66fefb0,REQUEST,2026-05-03 00:24:06.987313 +00:00,아쿠아슈즈,
19595406,de74e66fefb0,RESPONSE,2026-05-03 00:24:07.165449 +00:00,"{""type"":""BOT"",""content"":[{""type"":""card"",""value"":[{""type"":""text"",""value"":""아래 버튼을 눌러 상품 가격 및 재고를 검색하시기 바랍니다\n※영업 상황에 따라 가격 및 재고 수량이 차이가 날 수 있습니다""},{""type"":""buttons"",""value"":[{""action"":""EMART_PRODUCT_SEARCH"",""label"":""상품검색"",""value"":""상품 검색"",""data"":null,""sessionId"":null,""badge"":null}]}]}]}",{3}
19595407,75f70814e81b,REQUEST,2026-05-03 00:25:38.518728 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595408,75f70814e81b,RESPONSE,2026-05-03 00:25:38.553693 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! EM서산점입니다.\n영업시간: 10:00~22:00\n휴점일: 5/10(일), 5/24(일) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1/5"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""13/4"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""26/3"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""41/6"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""50/2"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""60/4"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""67/4"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""85/4"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""90/2"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""105/5"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""와인그랩"",""value"":""186/4"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""오더픽"",""value"":""150/4"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""디지털그랩"",""value"":""203/4"",""data"":null,""sessionId"":""1d4b1c79-1cd5-468e-9a48-329b9fbd40c0"",""badge"":null}]}]}]}",
19595409,b9dffc393b62,REQUEST,2026-05-03 00:26:24.866936 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
19595410,b9dffc393b62,RESPONSE,2026-05-03 00:26:24.891417 +00:00,"{""type"":""INTRO_MESG"",""content"":[{""type"":""text"",""value"":""안녕하세요 고객님! TR일산점입니다.\n영업시간: 10:00~23:00\n휴점일: 5/13(수), 5/27(수), 6/10(수), 6/24(수) 입니다.\n무엇을 도와드릴까요?""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""상품"",""value"":""1001/4"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""행사"",""value"":""1013/3"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""매장안내"",""value"":""1026/3"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""교환/환불"",""value"":""1041/6"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""계산"",""value"":""1050/2"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""주차"",""value"":""1060/4"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권"",""value"":""1067/4"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""이마티콘"",""value"":""1085/4"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""포인트"",""value"":""1090/2"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쿠폰"",""value"":""1105/5"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""트레이더스 클럽"",""value"":""1900/3"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null}]}]}]}",
19595411,b9dffc393b62,REQUEST,2026-05-03 00:26:28.892620 +00:00,"{""type"":""DIALOG_FLOW_EVENT"",""message"":""교환/환불"",""value"":""1041/6"",""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d""}",
19595412,b9dffc393b62,RESPONSE,2026-05-03 00:26:28.902153 +00:00,"{""type"":""BOT"",""content"":[{""type"":""text"",""value"":""질문을 선택해 주세요.""},{""type"":""card"",""value"":[{""type"":""buttons"",""value"":[{""action"":""dialogFlowButton"",""label"":""교환/환불안내"",""value"":""1042/0"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""무실물/무방문 환불"",""value"":""1043/0"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""상품권 환불"",""value"":""1044/0"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""결제취소 입금"",""value"":""1045/0"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""쓱배송 점포 환불"",""value"":""1046/0"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null},{""action"":""dialogFlowButton"",""label"":""영수증"",""value"":""1047/2"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null}]}]}],""quickReplies"":[{""action"":""dialogFlowButton"",""label"":""처음으로"",""value"":""Z9999.Default"",""data"":null,""sessionId"":""648b903a-53af-47ae-9c10-c772c677fa0d"",""badge"":null}]}",
19595413,b9dffc393b62,REQUEST,2026-05-03 00:26:49.959976 +00:00,반품 회수,
19595414,7c0e8b183c8f,REQUEST,2026-05-03 00:26:50.363395 +00:00,"{""type"":""GREET_RESPOND_NORMAL"",""message"":""""}",
